text,original_label,original_category,super_category,super_label
"Hi:

I need some advice (opinions?) regarding which PC would best suit my needs!
I want to use this (proposed) beast for basically four things:  

     -	Editing documents using WordPerfect 5.1 (under dos)

     -	Creating graphs/analyzing data using Sigmaplot V5.0 (under dos)

     -	Editing/playing with images using Aldus PhotoStyler, running under 
	Windows 3.1 - these images can be large, say 2k x 2k, 24bits/pixel

     -	Using the PC as an Xterminal, running DesqView/X 1.1 and Sun PC-NFS, 
	talking to our network of Sparcstation's - this is where a lot of
	the images/data come from, and is the most demanding of these tasks.

I've read, read, read PC magazines, performed benchmarks, read this newsgroup,
and decided that a ""nice"" system (price/performance) would be:

	486DX-50 256k cache, ISA, VLB, 16meg ram
	ATI Graphics Ultra Pro, 2 meg ram, local bus
	15"" monitor, 1280x1024 NI
	3Com Etherlink III 16bit
	Maxtor 240MB IDE hard drive

However, the parts don't fit!  Our local retailer apparently put one of these
together, only to discover that the ATI card wouldn't run at 50MHz - surprise
surprise.  Actually, after reading this group, I'm surprised that they even
have a 50MHz local bus running...

I have a choice now between basically the above system but with a
486DX2-66 with ISA and VLB,  or,   a 486DX-50 with EISA and no VLB (and thus
the non-local bus version of the ATI card).  Which is better, keeping in mind
that I'm primarily interested in the last two tasks?  

Any help would be greatly appreciated!  (I need to decide quickly, so any 
speedy help would be appreciated even more!!)



BTW: We have a system now to perform these tasks, it has the following 
configuration:

	486DX-33 64k cache, ISA, 8 meg ram
	ATI Graphics Ultra+, 2 meg ram
	14"" monitor, 1024x768 NI
	SMC Ethercard 8 bit
	Maxtor 120MB IDE hard drive

We're quite happy with the ATI card - very fast, ONCE the data gets to it!!
~Slow~ repainting images under PhotoStyler that have moved off screen, or
been uncovered!  

There doesn't seem to be enough raw cpu when running DesqView/X!  Its sluggish
running the local window manager.  Also, many functions under PhotoStyler take
a long time (even when the images fit entirely in ram).

There's not enough memory in the system - DesqView/X and a 1 meg SmartDrive
don't leave much room for other apps.  Photostyler will page to disk with
medium size images.

I have performed a number of benchmarks on the ethernet transfer rates.  This
machine sustains only 120k/sec over ethernet while our Sparcs sustain 600k/sec 
on the same network.  Going to the 16 bit version of the SMC card increases
transfer rates to 160k/sec - still very slow (especially when moving large 
images).  Is there such a thing as a local-bus ethernet card coming??  Will it
make a difference?  I'm hoping so, and leaning towards the 486DX2-66 choice 
(above), for that reason.

Also, are there DX2-100's on the horizon?  What about DX3-99's?  DX3-150's ???!

Any information is greatly appreciated.
",3,comp.sys.ibm.pc.hardware,technology,0.0
"I saw this article posted in a local newsgroup.  I haven't seen it,
or any followup traffic relating to it in these groups or other groups
which I subscribe to.  So, I am posting it here so others can read it,
check it out, and comment on it, and provide ideas for handling these
sorts of things.

I have no verification to the accuracy or lack of accuracy of this
article, but if accurate, I find it extremely disturbing, especially in
light of various abuses of the SSN number regarding privacy, (I understand
it is now to be required in CA to renew a drivers license, or to register
a car) and other proposals regarding 'smart' national Identity Cards,
wiretap proposals, and such.  One simply wonders what other gems are in
the wings ready to be sprung on the people by our government.  Perhaps
suggestions and ideas for preventing this and other such proposals from
acquiring the force of law would be useful.  The cost simply outweighs
any possible benefits, IMO.

BTW, reading this makes me think of some ideas a Prof Denning has been
promoting, in an even more disturbing form.

That said, with no further comment, the article follows:

------------ Begin included article ---------

Note:  This file will also be available via anonymous file
transfer from csrc.ncsl.nist.gov in directory /pub/nistnews and
via the NIST Computer Security BBS at 301-948-5717.
     ---------------------------------------------------

                         THE WHITE HOUSE

                  Office of the Press Secretary

_________________________________________________________________

For Immediate Release                           April 16, 1993


                STATEMENT BY THE PRESS SECRETARY


The President today announced a new initiative that will bring
the Federal Government together with industry in a voluntary
program to improve the security and privacy of telephone
communications while meeting the legitimate needs of law
enforcement.

The initiative will involve the creation of new products to
accelerate the development and use of advanced and secure
telecommunications networks and wireless communications links.

For too long there has been little or no dialogue between our
private sector and the law enforcement community to resolve the
tension between economic vitality and the real challenges of
protecting Americans.  Rather than use technology to accommodate
the sometimes competing interests of economic growth, privacy and
law enforcement, previous policies have pitted government against
industry and the rights of privacy against law enforcement.

Sophisticated encryption technology has been used for years to
protect electronic funds transfer.  It is now being used to
protect electronic mail and computer files.  While encryption
technology can help Americans protect business secrets and the
unauthorized release of personal information, it also can be used
by terrorists, drug dealers, and other criminals.

A state-of-the-art microcircuit called the ""Clipper Chip"" has
been developed by government engineers.  The chip represents a
new approach to encryption technology.  It can be used in new,
relatively inexpensive encryption devices that can be attached to
an ordinary telephone.  It scrambles telephone communications
using an encryption algorithm that is more powerful than many in
commercial use today.

This new technology will help companies protect proprietary
information, protect the privacy of personal phone conversations
and prevent unauthorized release of data transmitted
electronically.  At the same time this technology preserves the
ability of federal, state and local law enforcement agencies to
intercept lawfully the phone conversations of criminals. 

A ""key-escrow"" system will be established to ensure that the
""Clipper Chip"" is used to protect the privacy of law-abiding
Americans.  Each device containing the chip will have two unique


                                2


""keys,"" numbers that will be needed by authorized government
agencies to decode messages encoded by the device.  When the
device is manufactured, the two keys will be deposited separately
in two ""key-escrow"" data bases that will be established by the
Attorney General.  Access to these keys will be limited to
government officials with legal authorization to conduct a
wiretap.

The ""Clipper Chip"" technology provides law enforcement with no
new authorities to access the content of the private
conversations of Americans.

To demonstrate the effectiveness of this new technology, the
Attorney General will soon purchase several thousand of the new
devices.  In addition, respected experts from outside the
government will be offered access to the confidential details of
the algorithm to assess its capabilities and publicly report
their findings.

The chip is an important step in addressing the problem of
encryption's dual-edge sword:  encryption helps to protect the
privacy of individuals and industry, but it also can shield
criminals and terrorists.  We need the ""Clipper Chip"" and other
approaches that can both provide law-abiding citizens with access
to the encryption they need and prevent criminals from using it
to hide their illegal activities.  In order to assess technology
trends and explore new approaches (like the key-escrow system),
the President has directed government agencies to develop a
comprehensive policy on encryption that accommodates:

     --   the privacy of our citizens, including the need to
          employ voice or data encryption for business purposes;

     --   the ability of authorized officials to access telephone
          calls and data, under proper court or other legal
          order, when necessary to protect our citizens;

     --   the effective and timely use of the most modern
          technology to build the National Information
          Infrastructure needed to promote economic growth and
          the competitiveness of American industry in the global
          marketplace; and 

     --   the need of U.S. companies to manufacture and export
          high technology products.

The President has directed early and frequent consultations with
affected industries, the Congress and groups that advocate the
privacy rights of individuals as policy options are developed.



                                3

The Administration is committed to working with the private
sector to spur the development of a National Information
Infrastructure which will use new telecommunications and computer
technologies to give Americans unprecedented access to
information.  This infrastructure of high-speed networks
(""information superhighways"") will transmit video, images, HDTV
programming, and huge data files as easily as today's telephone
system transmits voice.

Since encryption technology will play an increasingly important
role in that infrastructure, the Federal Government must act
quickly to develop consistent, comprehensive policies regarding
its use.  The Administration is committed to policies that
protect all Americans' right to privacy while also protecting
them from those who break the law.

Further information is provided in an accompanying fact sheet. 
The provisions of the President's directive to acquire the new
encryption technology are also available.  

For additional details, call Mat Heyman, National Institute of
Standards and Technology, (301) 975-2758.

---------------------------------


QUESTIONS AND ANSWERS ABOUT THE CLINTON ADMINISTRATION'S
TELECOMMUNICATIONS INITIATIVE




Q:   Does this approach expand the authority of government
     agencies to listen in on phone conversations?

A:   No.  ""Clipper Chip"" technology provides law enforcement with
     no new authorities to access the content of the private
     conversations of Americans.

Q:   Suppose a law enforcement agency is conducting a wiretap on
     a drug smuggling ring and intercepts a conversation
     encrypted using the device.  What would they have to do to
     decipher the message?

A:   They would have to obtain legal authorization, normally a
     court order, to do the wiretap in the first place.  They
     would then present documentation of this authorization to
     the two entities responsible for safeguarding the keys and
     obtain the keys for the device being used by the drug
     smugglers.  The key is split into two parts, which are
     stored separately in order to ensure the security of the key
     escrow system.

Q:   Who will run the key-escrow data banks?

A:   The two key-escrow data banks will be run by two independent
     entities.  At this point, the Department of Justice and the
     Administration have yet to determine which agencies will
     oversee the key-escrow data banks.

Q:   How strong is the security in the device?  How can I be sure
     how strong the security is?  

A:   This system is more secure than many other voice encryption
     systems readily available today.  While the algorithm will
     remain classified to protect the security of the key escrow
     system, we are willing to invite an independent panel of
     cryptography experts to evaluate the algorithm to assure all
     potential users that there are no unrecognized
     vulnerabilities.

Q:   Whose decision was it to propose this product?

A:   The National Security Council, the Justice Department, the
     Commerce Department, and other key agencies were involved in
     this decision.  This approach has been endorsed by the
     President, the Vice President, and appropriate Cabinet
     officials.

Q:   Who was consulted?  The Congress?  Industry?

A:   We have on-going discussions with Congress and industry on
     encryption issues, and expect those discussions to intensify
     as we carry out our review of encryption policy.  We have
     briefed members of Congress and industry leaders on the
     decisions related to this initiative.

Q:   Will the government provide the hardware to manufacturers?

A:   The government designed and developed the key access
     encryption microcircuits, but it is not providing the
     microcircuits to product manufacturers.  Product
     manufacturers can acquire the microcircuits from the chip
     manufacturer that produces them.

Q:   Who provides the ""Clipper Chip""?

A:   Mykotronx programs it at their facility in Torrance,
     California, and will sell the chip to encryption device
     manufacturers.  The programming function could be licensed
     to other vendors in the future.

Q:   How do I buy one of these encryption devices? 

A:   We expect several manufacturers to consider incorporating
     the ""Clipper Chip"" into their devices.
     
Q:   If the Administration were unable to find a technological
     solution like the one proposed, would the Administration be
     willing to use legal remedies to restrict access to more
     powerful encryption devices?

A:   This is a fundamental policy question which will be
     considered during the broad policy review.  The key escrow
     mechanism will provide Americans with an encryption product
     that is more secure, more convenient, and less expensive
     than others readily available today, but it is just one
     piece of what must be the comprehensive approach to
     encryption technology, which the Administration is
     developing.

     The Administration is not saying, ""since encryption
     threatens the public safety and effective law enforcement,
     we will prohibit it outright"" (as some countries have
     effectively done); nor is the U.S. saying that ""every
     American, as a matter of right, is entitled to an
     unbreakable commercial encryption product.""  There is a
     false ""tension"" created in the assessment that this issue is
     an ""either-or"" proposition.  Rather, both concerns can be,
     and in fact are, harmoniously balanced through a reasoned,
     balanced approach such as is proposed with the ""Clipper
     Chip"" and similar encryption techniques.

Q:   What does this decision indicate about how the Clinton
     Administration's policy toward encryption will differ from
     that of the Bush Administration?  

A:   It indicates that we understand the importance of encryption
     technology in telecommunications and computing and are
     committed to working with industry and public-interest
     groups to find innovative ways to protect Americans'
     privacy, help businesses to compete, and ensure that law
     enforcement agencies have the tools they need to fight crime
     and terrorism.

Q:   Will the devices be exportable?  Will other devices that use
     the government hardware?

A:   Voice encryption devices are subject to export control
     requirements.  Case-by-case review for each export is
     required to ensure appropriate use of these devices.  The
     same is true for other encryption devices.  One of the
     attractions of this technology is the protection it can give
     to U.S. companies operating at home and abroad.  With this
     in mind, we expect export licenses will be granted on a
     case-by-case basis for U.S. companies seeking to use these
     devices to secure their own communications abroad.  We plan
     to review the possibility of permitting wider exportability
     of these products.

----------- End included article ----------- 
",11,sci.crypt,science,1.0
"I know there's been a lot of talk about Jack Morris' horrible start,
but what about Dennis Martinez.  Last I checked he's 0-3 with 6+ ERA.
Is the ageless wonder finally showing his age?  Does he usually start
off the season so slowly?  I know he plans to start tonight.   I hope
he comes around....

I would appreciate any feedback concerning outlook on rest of Dennis
Martinez's season...

Thanks in advance,",9,rec.sport.baseball,recreation,2.0
"This is an official RFD for the creation of a new newsgroup for the
general discussion of the Microsoft Access RDMS.

NAME: COMP.DATABASES.ACCESS

MODERATION: UNMODERATED. At this time, no need for a moderator has been
assertained. Future evaluation will determine if one is needed.

PURPOSE: 
Access is a new RDBMS for the Windows Operating System. It includes WYSIWYG
design tools for easy creation of tables, reports, forms and queries and a
database programming language called Access Basic.
THe purpose of the group will be to provide help to people who use Access's 
WYSIWYG design tools to create simple databases as well as to people who use 
Access Basic to create complex databases.

RATIONALE:
Eventhough Access is a new RDBMS, it is very popular because of its Graphical
Development enviroment and its initial low price.
Been a version 1.0 product means that all Access users are Novices.
For that reason a newsgroup is needed where Access users can discuss 
their experiences with the product and answer each other's questions.",2,comp.os.ms-windows.misc,technology,0.0
" 
The lead-acid secondary cell releases energy (electricity) with the following
chemical reaction:
 
Pb + PbO2 + 2H2SO4 --> 2PbSO4 + 2H20
 
Lead and Lead (IV) Oxide and Sulfuric Acid produce Lead Sulfate and Water
 
The standard heats of formation at 25 C (77 F) of the various compounds are:
 
              Heat of formation
Compound      at 25 C, kcal/mole
--------      ------------------
   Pb               0.00
  PbO2            -65.0
 H2SO4           -193.69
 PbSO4           -218.5
  H20             -68.3174
 
The heat of reaction at 25 C is therefore -60.6 kcal per mole PbSO4 produced.
Note that lead sulfate is not very soluble (0.0048 grams per 100 grams water
at 25 C), and it will thus precipitate out of solution where the reaction is
occurring, or the cathode (positive terminal) of the battery.  (I am almost
sure it is the positive terminal where the precipitate forms, but I may be
wrong.  Oh well, I don't have a corroded battery to corrobate, and I don't feel
like thinking through it right now.)
 
What is important to notice here is that the reaction, as you knew it would be,
is exothermic, or energy discharging.  If moisture with dissolved electrolytes
(acid rain) condenses on the battery, a conductive path between the terminals
may form.  This will discharge the battery as the chemical reaction proceeds.
The reaction is reversible, if electricity (from an alternator or battery
charger) is put back into the battery.
 
Lead-acid batteries must change in chemical composition to discharge.  Each
cell has all the reactants necessary for the reaction.  The non-reacting posts
(terminals) of the lead-acid battery are there to remove (or add) electric
energy during a discharge (or charge).  Because the reaction is exothermic, it
has a tendency to happen, though quite slowly under normal circumstances.  So
while keeping the battery dry is a good idea, it is not a total solution.
 
To understand why lead-acid batteries DO INDEED discharge faster when stored on
concrete as opposed to wood or earth (dirt), one should recall LeChatelier's
Principle, which can be paraphrased as:  anything subjected to some stress will
act to move to a more comfortable position.  Here are the thermal conductivities
of a some selected materials:
 
                                              thermal conductivity
       material           Temperature, C (F)  BTU/(hr-ft-ft)(F/ft)
       --------           ------------------  --------------------
diatomaceous earth,            204                   0.051
 natural, across strata        871                   0.077
diatomaceous, natural,         204                   0.081
 parallel to strata            871                   0.106
diatomaceous earth powder     (100)                  0.039
  (density, 18 lb/cu.ft)      (200)                  0.042
                              (300)                  0.044
                              (400)                  0.048
                              (500)                  0.051
concrete (cinder)              ---                   0.20
         (stone)               ---                   0.54
         (1:4 dry)             ---                   0.44
pine (across grain)             15                   0.087
   (parallel to grain)          21                   0.20
oak (across grain)              15                   0.12
maple (across grain)            50                   0.11
 
Note that the thermal conductivity for ""dirt"" (diatomaceous earth) goes down
with temperature.  Also, 204 C is about 400 K, and the values for earth powder
are on the same order of magnitude as natural earth.  The thermal conductivity
of concrete is around a factor of 10 greater than that of dirt, and is 2-4
times greater than wood.
 
It is these differences in thermal conductivity that cause the battery on
concrete to discharge faster than that on dirt or wood.  At any instant the
discharge reaction is occurring, energy is being released, either as electricity
or heat.  (Thermal conductivity of air is about 0.015 BTU/(hr-ft-ft)(F/ft).)
During storage, except for the trickle that passes through any condensate on
the battery, this energy is mostly released as heat.  The higher conductivity
surface will remove the heat proportionately faster than the lower conductivity
surface.  Thus, if you perfectly insulated a dry battery on all but the bottom
surface, at any given battery temperature above the storage surface temperature,
the battery on a concrete surface will be discharging about 10 times faster
than that on dirt.
 
This is where LeChatelier's principle comes into play.  Removing energy from
the exothermic reaction will drive the reaction further to completion.  If the
reaction normally occurs at room temperature, keeping the battery at that
temperature requires the removal of any heat produced.  A concrete surface is
a better heat sink than a dirt or wood surface.  Store a battery in the corner
of a poured concrete basement, and you have 3 surfaces removing energy, which
""pulls"" the reaction along.
 
Also, if water evaporates from the battery, that elevates the ratio of sulfuric
acid to water.  This will tend to drive the discharge reaction.
 
Jeff White      jhwhit01@ulkyvx.louisville.edu",12,sci.electronics,science,1.0
"I want All-Star Tickets does anyone know how I can get
some?

Are they for public sale or are they sold out?

Or do you just have to work for a company with some

Anyway any answers would be appreciated.

Please E-mail me.",9,rec.sport.baseball,recreation,2.0
"Could someone please tell me if a 1/4 decoder is the same as a 1 to 4
demultiplexer. I know how to link 2 of these to get an 8 output circuit,
but how do I link 5 of these to make a 1/16 multiplexer. Sorry if this
seems like a lame question, but I'm only a newbie to electronics, and I
have to do this circuit. Please make any mail as droolproof as possible.",12,sci.electronics,science,1.0
"

    Don't believe the hype. There is no such thing as a PowerPC slot.",4,comp.sys.mac.hardware,technology,0.0
"According to an article in the LA Times, Todd Worrell will not
be ready to come off the DL list Friday.  It sounds like
he has had another set back in his come back.  At present,
he has stopped throwing the ball.  Supposedly, he had
no velocity.  It doesn't sound like there is any particular
time table at this point for when he will be back.",9,rec.sport.baseball,recreation,2.0
"***********************	
			   HOUSE FOR SALE BY OWNER
			   ***********************



Selling Price:		$89,900

Owner:			Steve and Joyce Harvey   Phone: (206) 254-4267

Address:		3714 NE 148 ct., Vancouver, Washington 98682

Legal Discrition:	Lot #14, Bush Gardens-3, recorded in Volume
			""G"", of Plats Page 636 records of Clark County

Builder:		Triangle Land, Built in 1975

Leader:			US Bancorp Mortgage Co. (FHA) loan balance
			$36,000, 10% assumable

Lot size:		101 ft. deep x  92 ft. wide

Square footage:		Improved living area of 1,266 sq.ft. and
			double garage area of about 500 sq.ft.

Taxes:			1992 real estate taxes $826.26

Utilities:		Water / Sewer      - City of Vancouver
			Electric           - Clark County PUD
			Recycle / garbage  - Vancouver Sanitary

Insulation:		Clark County PUD Weatherization completed
			9-28-93 by Taseca Homes

Schools:		Evergreen School District

Access / Shopping:	Near I-205 and Vancouver Mall


Home Discription:	3 bedroom, 2 bath ranch with new roof, new
			paint in and out, new mini blinds, sunken
			living room with vaulted ceiling, corner
			fireplace with wood stove insert. Kitchen has
			refinished cabinets, new sink, new dishwasher
			drop in range and refrigerator. Has ceiling
			fans in living room and all three bedrooms.
			Well lit large double garage has new steel
			insulated door, work bench, shelves and space
			for washer and dryer.",6,misc.forsale,forsale,4.0
"I looked for diab in my .newsrc and came up with nuthin. Anyone have
any good sources for where I can read? In particular, I'm interested
in finding out more about intravenous insulin injection for hepatic
vein liver activation. (Whew! Wotta mouthful!)

Anything that smells like a pointer would be helpful: newsgroup,
mailinglist, etc....

Many thanks.
",13,sci.med,science,1.0
"
I've got two CD300's... The first one i ordered Jan 15, and I received it Feb. 20.
The second one I ordered Jan 20th, and I just got it April 2nd or so. Anyway, they
both come with 10 misc. CDROMs... Things like a ""Intro to Nautilis"", a sample CD
of Kodak pictures, ""From Alice to Ocean"" (a story of a woman who treked across
Austrailia), 3 discs from apple, a games disc, an applications disc, and a ""titles""
disc (haven't checked most of these out yet). Also some ""Cinderella"" thing for kids,
a disc of Mozart something-or-others, etc. etc. etc. If someone's super interested,
I'll make a list of the exact titles and post them. They are all in the category of
""Interesting, but probably fairly useless..."". It was rumored that the earliest 
units shipped with SOME encyclocpedia (it may have), but neither of my drives had
that.",4,comp.sys.mac.hardware,technology,0.0
"# #    A new natonal study on male sexual behavior, the most thorough
# #    examination of American men's sexual practices published since
# #    the Kinsey report more than four decades ago,
# 
# Right off the bat this information is flawed.  ""Most throrough""?  I'm
# sorry, but Masters & Johnson put out a report within the past few
# years.  The Kinsey Institute has been quite active since it was
# founded oh-so-many years ago.  They, too, recently put out a new
# report on sexuality.

I was quoting a news story.  I have no idea why they claim this was
the most ""through examination.""

# #    shows about 2
# #    percent of the men surveyed had engaged in homosexual sex and
# #    1 percent considered themselves exclusively homosexual.
# 
# I hate to be picky, but let's do the math.  If we take the cities of
# New York City and Los Angeles alone, we can find approximately 3.5
# million gay people...making about 1.75 million gay men.

WHAT?  Even in San Francisco, the Dept. of Public Health estimates
that only 11% of the male population is gay.  What you are claiming
is that of the 16 million people in the NYC and LA areas, that more
than 10% are gay.  What is the source of your numbers?  Keep in
mind that attempts by CDC to determine homosexual percentage in
American cities have given numbers <3%.

# 1% of the American male population is about 1.25 million.
# 
# So what this study says is that all gay males live in New York City or
# Los Angeles, and about half-a-million people are lying about being gay.
# 
# Something smells funny....

Yes, your 1.75 million number smells funny.

# Brian Evans                |     ""Bad mood, bad mood...Sure I'm in a bad mood!",18,talk.politics.misc,politics,3.0
"In three years of riding in the cities of San Jose,
Santa Clara, and Sunnyvale I never came into any
conflict with the local police over my lane splitting
habits (all three of these cities were listed earlier
as being anti-splitting in one way or another).  I
can't say whether this was due to luck, police
kindness, or there not actually being any ordinances
against it in these cities, so I continue.....",8,rec.motorcycles,recreation,2.0
"

Dennis, I have worked on or written proposals worth tens of millions
of $$. Customers included government (including NASA), for profit and
non-profit companies. All expected a wrap (usually called a fee). Much
of the work involved allocating and costing the work of subcontractors.
The subcontractors where universities, for-profits, non-profits, and
even some of the NASA Centers for the Commercialization of Space. ALL
charged fees as part of the work. Down the street is one of the NASA
commercialization centers; they charge a fee.

Now, I'm sure your a competent engineer Dennis, but you clearly lack
experience in several areas. Your posts show that you don't understand
the importance of integration in large projects. You also show a lack
of understanding of costing efforts as shown by your belief that it
is reasonable to charge incremental costs for everything. This isn't
a flame, jsut a statement.

Your employer DOES charge a fee. You may not see it but you do.



Well there you are Dennis. As I said, they simply include the fee in
their overhead. Many seoparate the fee since the fee structure can
change depending on the customer.


Integration, Dennis, isn't overhead.


Dennis, Reston has been the only NASA agency working to reduce costs. When
WP 02 was hemoraging out a billion $$, the centers you love so much where
doing their best to cover it up and ignore the problem. Reston was the
only place you would find people actually interested in solving the
problems and building a station.


When you have a bit more experience Dennis, you will realize that
integration isn't overhead. It is the single most important part
of a successful large scale effort.


The story you refer to said that some NASA people blamed it on
Congress. Suprise suprise. The fact remains that it is the centers
you support so much who covered up the overheads and wouldn't address
the problems until the press published the story.

Are you saying the Reston managers where wrong to get NASA to address
the overruns? You approve of what the centers did to cover up the overruns?


You should know Dennis that NASA doesn't include transport costs for
resuply. That comes from the Shuttle budget. What they where saying
is that operational costs could be cut in half plus transport.


I do hope you can find the time to tell us just why it was wrong of
Reston to ask that the problems with WP 02 be addressed.

  Allen
",14,sci.space,science,1.0
"The fan in my power supply, like most, is distractingly LOUD. Has anyone found 
a solution to running a pc with peace and quiet? Short of buying a notebook 
PC, I don't know what to do. Oh yeah, I did hear about a power supply called a 
""Silencer"" - which is supposed to be more quiet. Has anyone had experience with
this? I was quoted a price of $225 (!) for a 270Watt Silencer.

I've even considered stuffing my PC case in one of those acoustic ""printer 
enclosures"", but that wouldn't be the most elegant solution. Also, I'm 
guessing that would also cut the ventilation.

Any other ideas?

Thanks in advance for ANY suggestions! Please E-mail whatever you post...
",3,comp.sys.ibm.pc.hardware,technology,0.0
"Hi,
    I have a piece of X code that compiles fine on pmax-ul4, pmax_mach, as
well as sun4_mach, but whenever it compiles on sun4_411, it gives me 
undefined ld errors:
_sin
_cos
_pow
_floor
_get_wmShellWidgetClass
_get_applicationShellWidgetClass

The following libraries that I linked it to are:
-lXaw -lXmu -lXt -lXext -lX11

The makefile is generated off an imake template.
Can anyone give me pointers as to what I'm missing out to compile on
a sun4_411?",5,comp.windows.x,technology,0.0
"


Imagine if this were available during the 1992 elections; instead of
clumsily searching through the Clinton passport file, they could have 
just done a ""voice-grep"" (as someone stated earlier) on his telephone
conversations for the last 10 years.

I'm not a lawyer and I don't even play one on TV, but intuitively there's
something wrong with having one's words archived for possible future
use against you.  This possibility frightens me more than any of the
talk about the Clipper Chip, right to cryptography, etc.


I'm afraid it just might.

-nhy

-- ",11,sci.crypt,science,1.0
"

As usual, David Sternlight is demonstrating his inability to read. The
proposal clearly states:

=> The initiative will involve the creation of new products to
=> accelerate the development and use of advanced and secure
=> telecommunications networks and wireless communications links.

It speaks about telecommunications in general. Read it again, David.
Maybe you'll understand it the next time... Nah, probably not.


That's exactly what the government wants all sheep-minded people to
think. Let's look at the current situation. It allows to almost
anybody to eavesdrop almost everybody, unless secure (and I mean
secure) encryption is used. What will happen when (""if""? Ha!
optimists...) the new proposal gets accepted? Almost nobody EXCEPT
SOME will be able to eavesdrop everybody else, but the ability of
these ""some"" to eavesdrop will be guaranteed! The proposal emphasizes
on the former (""almost nobody"") - which is clearly an improvement -
and ""forgets"" to mention the drawbacks of the latter (""guaranteed"").
Yes, my statement assumes that the next step will be to make the
strong crypto unlawful. You think that it will not happen? Good luck.


It's not just ""continued ability"". It's -guaranteed- ability.


Yeah, that's exactly what your government wants you to think. Let's
take small steps, one at a time. Concentrate on the current one, don't
think about the future. Trust us.


It's not asked because the proposal clearly says that this is the
intention. They, unlike you, read what they write.


Yes, it will. It will stop the jerk who is eavesdropping now. It will
allow only to the government to eavesdrop. (If the scheme is secure,
of course, which is yet to be proven.) But how do you know that the
jerk you are fearing now will not get a government job tomorrow? The
new proposal -guarantees- him the ability to eavesdrop then. Hell,
that will even motivate him to get that job - if he indeed is that
mentally pervert...


Great. The Greatest Cryptographer of All Times David Sternlight (tm)
has succeeded to evaluate the new system in the absense of any
details whatsoever and has concluded that it is ""highly secure"". I
guess, that comes from the background of working some 50 years for the
two major crypto evaluating companies, right? Gee, now the government
can save all that money and trouble to ask a secret council of crypto
experts to secretly analyse the new secret method - for David
Sternlight has already done all the job for them...


""Trust us, we're from the Government and we're here to help you.""


""Those who are prepared to trade their liberties for the promises of
future safety, do not deserve either."" This (or something like that; I
don't have the exact quote, but the meaning is the same) has been said
by one of your great men. Maybe you should study their works more
carefully, if you have the brains to understand them, of course.


The main question is to guarantee to availability of -really- secure
cryptography to the masses. Gee, if the proposal was saying ""we
guarantee that every American will still have the full right to use
any kind of encryption s/he would like and regard this proposal as
just a default, voluntary implementation"", there would have been much
less opposition... For some reason, they didn't even try to promise
you that. I wonder why... Was Orwell off only by 10 years?


No, in return you get crypto that is guaranteed to be crippled.


While the above is just rumors, and while even if it is true, it is
not done -easily-, the new scheme can is guaranteed to be easily
breakable by anybody who has the two keys. It might be also breakable
by somebody who does not have them but knows the right trick. Or who
has only one of them. NSA also told you that DES is secure, why don't
you simply trust them, huh?


It is -guaranteed- to be -easily- breakable - just get the keys. It
might be even easier, but until there is some evidence, this is just a
wild speculation.


The trapdoors -are- there. In government's hands. The keys.


Legitimate? And who decides what communications are legitimate? Oh, I
guess, it's the government, right? The guys who already have the keys?
It's kinda if I have the keys from your car and I am asked to decide
who has the right to use it ""legitimately""...


Impossible, since you are demonstrating the same level of incompetence
and ignorance as in the provious threads.


Unfortunately, I have yet to see you posting a technically competent
message.

Regards,
Vesselin",11,sci.crypt,science,1.0
"


1. I don't think they are classified.

2. I could independently invent about half a dozen right off
the top of my head. If I had studied Advanced E & M a little better,
I could probably come up with a _very_ good system.

...

",11,sci.crypt,science,1.0
"
You are making precisely one of the points I wanted to make.
I fully agree with you that there is a big distinction between the
*process* of science and the end result.  

As an end result of science, one wants to get results that are
objectively verifiable.  But there is nothing objective about the
*process* of science.  

If good empirical research were done and showed that there is some merit
to homeopathic remedies, this would certainly be valuable information.
But it would still not mean that homeopathy qualifies as a science.  This
is where you and I disagree with Turpin.  In order to have science, one
must have a theoretical structure that makes sense, not a mere
collection of empirically validated random hypotheses.

Experiment and empirical studies are an important part of science, but
they are merely the culmination of scientific research.  The most
important part of true scientific methodology is SCIENTIFIC THINKING.  
Without this, one does not have any hypotheses worth testing.  (No,
hypotheses do not just leap out at you after you look at enough data.
Nor do they simply come to you in a flash one day while you're shaving or
looking out the window.  At least not unless you've done a lot of really
good thinking beforehand.)  

The difference between a Nobel Prize level scientist and a mediocre
scientist does not lie in the quality of their empirical methodology.  
It depends on the quality of their THINKING.  

It really bothers me that so many graduate students seem to believe that
they are doing science merely because they are conducting empirical
studies.  And it bothers me even more that there are many fields, such as
certain parts of psychology, where there seems to be no thinking at all, 
but mere studies testing ad hoc hypotheses.  

And I'm especially offended by Russell Turpin's repeated assertion that
science amounts to nothing more than avoiding mistakes.  Simply avoiding
mistakes doesn't get you anywhere.  

--
In the arguments between behaviorists and cognitivists, psychology seems 
less like a science than a collection of competing religious sects.   ",13,sci.med,science,1.0
"Well here in Australia you dial 
11544
to get the number read back to you
if you live in the country include the area code of the nearest capital city
eg for wa 09 11544

Yours
Mark
",12,sci.electronics,science,1.0
